tagger_decision_id,tweet_id,tagged_by,classification,features,tagging_date,tagging_duration
869,1791787443294994400,10,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Calling for violence and hostility against Israel']",2025-03-21 08:13:52.892141,0 days 00:00:23.364000
871,1802938603338870800,10,Uncertain,[],2025-03-21 08:14:16.108713,0 days 00:00:11.414000
872,1817483165365067800,10,Negative,[],2025-03-21 08:14:27.213259,0 days 00:00:10.811000
874,1886601651961913300,10,Negative,[],2025-03-21 08:15:10.938853,0 days 00:00:09.772000
875,1867249151114973200,10,Negative,[],2025-03-21 08:15:34.724183,0 days 00:00:23.485000
876,1848455235670352000,10,Negative,[],2025-03-21 08:15:36.793493,0 days 00:00:01.795000
877,1884573428105019400,10,Negative,[],2025-03-21 08:15:42.077684,0 days 00:00:05.013000
878,1890390357533167900,10,Negative,[],2025-03-21 08:15:45.512866,0 days 00:00:03.165000
880,1881094067586847000,10,Negative,[],2025-03-21 08:16:03.548628,0 days 00:00:03.350000
881,1789208574952096000,10,Negative,[],2025-03-21 08:16:07.236221,0 days 00:00:03.396000
882,1854747771745509600,10,Negative,[],2025-03-21 08:16:20.843549,0 days 00:00:13.313000
883,1730503602865873000,10,Positive,"['Calls for harming/killing Jews', 'Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', 'Calling for violence and hostility against Israel', 'Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Collective blame of Jews for actions of the State of Israel', 'Blood libels and religiously based antisemitism']",2025-03-21 08:16:58.628695,0 days 00:00:37.529000
884,1873013880798232600,10,Negative,[],2025-03-21 08:17:02.697008,0 days 00:00:03.794000
885,1815839347163423000,10,Negative,[],2025-03-21 08:17:05.489912,0 days 00:00:02.502000
887,1856124732262744300,10,Negative,[],2025-03-21 08:17:41.088440,0 days 00:00:03.966000
890,1785995936906510600,10,Negative,[],2025-03-21 08:18:13.680615,0 days 00:00:06.514000
891,1818973198115131600,10,Negative,[],2025-03-21 08:18:15.424116,0 days 00:00:01.449000
893,1867403876594594000,10,Negative,[],2025-03-21 08:19:09.375437,0 days 00:00:11.692000
896,1864918234064949800,10,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-21 08:20:14.876245,0 days 00:00:26.915000
897,1870071456081817600,10,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Defaming Jewish symbols', 'Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-21 08:20:41.701222,0 days 00:00:26.544000
900,1824994732080345300,10,Negative,[],2025-03-21 08:21:59.657958,0 days 00:00:31.488000
903,1876803199924928800,10,Negative,[],2025-03-21 08:22:22.702693,0 days 00:00:03.457000
904,1880271304160604400,10,Negative,[],2025-03-21 08:22:29.252035,0 days 00:00:06.255000
905,1824769152890060800,10,Negative,[],2025-03-21 08:22:34.354177,0 days 00:00:04.797000
906,1787322448947585000,10,Negative,[],2025-03-21 08:22:38.815609,0 days 00:00:04.186000
908,1888469647739289600,10,Negative,[],2025-03-21 08:23:25.651931,0 days 00:00:16.261000
909,1851767146319352000,14,Positive,['Calling for violence and hostility against Israel'],2025-03-21 13:45:10.421849,0 days 00:00:44.234000
910,1794495605655650600,14,Irrelevant,[],2025-03-21 13:45:47.846424,0 days 00:00:37.144000
911,1748532417017811200,14,Irrelevant,[],2025-03-21 13:45:53.154239,0 days 00:00:05.002000
912,1884074063393661200,14,Irrelevant,[],2025-03-21 13:46:08.949926,0 days 00:00:15.516000
913,1886119815460368400,14,Irrelevant,[],2025-03-21 13:48:49.605852,0 days 00:02:40.263000
914,1867403859708326100,14,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-21 13:49:54.225151,0 days 00:01:04.303000
915,1821332535999394000,14,Irrelevant,[],2025-03-21 13:50:17.757165,0 days 00:00:23.248000
916,1824376712878276900,14,Irrelevant,[],2025-03-21 13:50:21.561756,0 days 00:00:03.511000
919,1852409123842994400,14,Positive,['Other'],2025-03-21 14:04:39.722203,0 days 00:02:25.586000
920,1796661373210136800,14,Irrelevant,[],2025-03-21 14:05:11.847241,0 days 00:00:31.848000
921,1822467983966703900,14,Irrelevant,[],2025-03-21 14:05:16.085714,0 days 00:00:03.947000
922,1833153106957243000,14,Negative,[],2025-03-21 14:05:31.794444,0 days 00:00:15.424000
923,1865484439532277800,14,Irrelevant,[],2025-03-21 14:05:41.102884,0 days 00:00:08.975000
925,1855418734187287000,14,Positive,['Other'],2025-03-21 14:07:20.557051,0 days 00:01:30.531000
926,1823412928839868700,14,Negative,[],2025-03-21 14:09:08.605057,0 days 00:00:02.905000
928,1782359087503815000,14,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-21 14:11:12.578429,0 days 00:01:55.247000
929,1815839347163423000,14,Irrelevant,[],2025-03-21 14:11:18.759294,0 days 00:00:05.892000
930,1892449898152272000,14,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-21 14:12:38.651838,0 days 00:01:19.546000
931,1879273128494592000,14,Negative,[],2025-03-21 14:13:43.506717,0 days 00:01:04.575000
917,1835272530875253200,14,Irrelevant,[],2025-03-21 14:01:11.367609,0 days 00:00:02.982000
918,1891387695584158200,14,Negative,[],2025-03-21 14:02:13.791053,0 days 00:01:02.158000
924,1820157721540166000,14,Irrelevant,[],2025-03-21 14:05:49.699849,0 days 00:00:08.323000
927,1884060353786699800,14,Irrelevant,[],2025-03-21 14:09:16.986933,0 days 00:00:08.078000
934,1848151855236293000,14,Negative,[],2025-03-21 14:14:13.413976,0 days 00:00:15.540000
935,1840421885835682300,14,Irrelevant,[],2025-03-21 14:14:21.212148,0 days 00:00:07.519000
936,1795549799854600400,14,Irrelevant,[],2025-03-21 14:14:22.856821,0 days 00:00:01.368000
937,1871039184187822300,14,Positive,['Calls for harming/killing Jews'],2025-03-21 14:16:03.674410,0 days 00:01:40.478000
939,1821493032413474800,14,Negative,[],2025-03-21 14:16:23.483485,0 days 00:00:09.035000
940,1877957283755303400,14,Negative,[],2025-03-21 14:16:26.191251,0 days 00:00:02.419000
941,1813083176732139800,14,Irrelevant,[],2025-03-21 14:16:33.054243,0 days 00:00:06.593000
942,1797400366746931500,14,Irrelevant,[],2025-03-21 14:16:43.043454,0 days 00:00:09.699000
943,1865165607940788200,14,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-21 14:17:33.747946,0 days 00:00:50.423000
944,1804337836117934600,14,Negative,[],2025-03-21 14:17:43.180764,0 days 00:00:09.158000
946,1845355791831925200,14,Irrelevant,[],2025-03-21 14:18:04.856238,0 days 00:00:08.958000
948,1781196684539933000,14,Positive,['Calling for violence and hostility against Israel'],2025-03-21 14:19:20.309160,0 days 00:01:08.289000
950,1795976023520993300,14,Irrelevant,[],2025-03-21 14:19:37.881447,0 days 00:00:09.288000
951,1841003461539959000,14,Irrelevant,[],2025-03-21 14:19:51.109404,0 days 00:00:12.944000
952,1819820612635996200,14,Irrelevant,[],2025-03-21 14:19:55.317193,0 days 00:00:03.873000
953,1755858468169458000,14,Irrelevant,[],2025-03-21 14:20:10.328301,0 days 00:00:14.712000
957,1757640983972626700,14,Negative,[],2025-03-21 14:21:05.217833,0 days 00:00:17.509000
959,1829976242235294000,14,Irrelevant,[],2025-03-21 14:22:34.926057,0 days 00:00:09.577000
1457,1886965853209395200,8,Negative,[],2025-03-24 08:12:29.428412,0 days 00:00:12.528000
1458,1831411263316119600,8,Negative,[],2025-03-24 08:12:47.346852,0 days 00:00:17.025000
1459,1782630634630033700,8,Irrelevant,[],2025-03-24 08:13:01.149888,0 days 00:00:13.169000
1563,1786633578891325700,15,Negative,[],2025-03-24 09:15:11.716150,0 days 00:00:03.829000
1564,1828659645801759000,15,Negative,[],2025-03-24 09:15:13.637847,0 days 00:00:01.635000
1565,1815839347163423000,15,Negative,[],2025-03-24 09:15:16.829085,0 days 00:00:02.916000
1566,1886774149592293400,15,Negative,[],2025-03-24 09:15:19.247841,0 days 00:00:02.135000
1567,1794361779826676200,15,Negative,[],2025-03-24 09:15:26.000696,0 days 00:00:06.413000
1568,1892835309135810600,15,Negative,[],2025-03-24 09:15:27.037127,0 days 00:00:00.703000
1569,1802339926656287000,15,Negative,[],2025-03-24 09:15:28.120791,0 days 00:00:00.749000
1570,1732242164334432800,15,Negative,[],2025-03-24 09:15:32.960556,0 days 00:00:04.539000
1571,1757935895968366600,15,Negative,[],2025-03-24 09:15:36.611033,0 days 00:00:03.323000
1572,1847645646741799400,15,Negative,[],2025-03-24 09:15:41.345405,0 days 00:00:04.431000
1573,1891567264731730200,15,Positive,['Other'],2025-03-24 09:15:52.946241,0 days 00:00:11.329000
1574,1824994732080345300,15,Negative,[],2025-03-24 09:15:56.939287,0 days 00:00:03.721000
1575,1879266699054362600,15,Positive,['Other'],2025-03-24 09:16:29.664605,0 days 00:00:32.365000
1576,1867119970846663000,15,Negative,[],2025-03-24 09:16:35.109010,0 days 00:00:05.067000
1577,1885871804515811600,15,Negative,[],2025-03-24 09:18:22.673178,0 days 00:01:47.153000
1578,1877762712400204300,15,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-24 09:18:47.588366,0 days 00:00:24.611000
1579,1856906695059951900,15,Negative,[],2025-03-24 09:18:54.454620,0 days 00:00:06.592000
1580,1870776002571604200,15,Negative,[],2025-03-24 09:18:59.210359,0 days 00:00:04.472000
1581,1864227621237870600,15,Negative,[],2025-03-24 09:19:02.092101,0 days 00:00:02.567000
1582,1798123209868611600,15,Negative,[],2025-03-24 09:19:11.180737,0 days 00:00:08.748000
1583,1794176328838852900,15,Negative,[],2025-03-24 09:19:24.325710,0 days 00:00:12.802000
1584,1887078389573456100,15,Negative,[],2025-03-24 09:19:31.641578,0 days 00:00:06.986000
1585,1873558881571569700,15,Negative,[],2025-03-24 09:19:38.636034,0 days 00:00:06.624000
1586,1796040813153046800,15,Negative,[],2025-03-24 09:19:42.304452,0 days 00:00:03.322000
1587,1762779083187057200,15,Negative,[],2025-03-24 09:19:44.257997,0 days 00:00:01.683000
1588,1820479158054703000,15,Negative,[],2025-03-24 09:19:54.171115,0 days 00:00:09.635000
1589,1807267817148031200,15,Negative,[],2025-03-24 09:20:09.428626,0 days 00:00:14.896000
1590,1840421885835682300,15,Negative,[],2025-03-24 09:20:11.345911,0 days 00:00:01.598000
1591,1745649418945400800,15,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-24 09:20:32.118876,0 days 00:00:20.426000
1592,1842155438592393700,15,Negative,[],2025-03-24 09:20:37.353634,0 days 00:00:04.946000
1593,1874311643758551300,15,Negative,[],2025-03-24 09:20:40.959658,0 days 00:00:03.203000
1594,1778587610476380700,15,Negative,[],2025-03-24 09:20:43.189804,0 days 00:00:01.880000
1595,1817503342832337200,15,Negative,[],2025-03-24 09:20:47.590114,0 days 00:00:04.112000
1596,1813083176732139800,15,Negative,[],2025-03-24 09:20:49.342926,0 days 00:00:01.405000
1597,1824769152890060800,15,Negative,[],2025-03-24 09:20:52.135452,0 days 00:00:02.509000
1598,1780051305924538400,15,Negative,[],2025-03-24 09:20:54.133316,0 days 00:00:01.716000
1599,1884074063393661200,15,Negative,[],2025-03-24 09:20:57.411191,0 days 00:00:02.977000
1600,1819820612635996200,15,Negative,[],2025-03-24 09:20:58.949964,0 days 00:00:01.200000
1601,1888993298125131800,15,Negative,[],2025-03-24 09:21:10.269016,0 days 00:00:10.983000
1602,1821332535999394000,15,Negative,[],2025-03-24 09:21:13.392061,0 days 00:00:02.824000
1603,1756212501149266200,15,Positive,['Other'],2025-03-24 09:21:39.201458,0 days 00:00:25.544000
1604,1880867388167770000,15,Positive,['Other'],2025-03-24 09:21:45.933055,0 days 00:00:06.408000
1605,1876303418412925200,15,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-24 09:21:59.866787,0 days 00:00:13.640000
1606,1865395361583382500,15,Negative,[],2025-03-24 09:22:02.946603,0 days 00:00:02.764000
1607,1853953827650887700,15,Negative,[],2025-03-24 09:22:04.887023,0 days 00:00:01.612000
932,1818108235892867600,14,Irrelevant,[],2025-03-21 14:13:49.208329,0 days 00:00:05.437000
933,1865395361583382500,14,Irrelevant,[],2025-03-21 14:13:57.613344,0 days 00:00:08.140000
938,1868415821040796200,14,Irrelevant,[],2025-03-21 14:16:14.153350,0 days 00:00:10.169000
945,1798181963557413000,14,Irrelevant,[],2025-03-21 14:17:55.595975,0 days 00:00:12.108000
947,1877404226860511500,14,Irrelevant,[],2025-03-21 14:18:11.662218,0 days 00:00:06.496000
949,1788458395248578800,14,Irrelevant,[],2025-03-21 14:19:28.301572,0 days 00:00:07.655000
954,1867781234988085500,14,Irrelevant,[],2025-03-21 14:20:13.671775,0 days 00:00:03.007000
955,1745376560222507000,14,Irrelevant,[],2025-03-21 14:20:19.987230,0 days 00:00:06.038000
956,1874422711101087700,14,Negative,[],2025-03-21 14:20:47.423323,0 days 00:00:27.162000
958,1711879155149951200,14,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Calling for violence and hostility against Israel']",2025-03-21 14:22:24.726130,0 days 00:01:19.157000
960,1891567264731730200,14,Uncertain,[],2025-03-21 14:23:20.806523,0 days 00:00:45.586000
961,1867403873398521900,14,Uncertain,[],2025-03-21 14:23:24.861650,0 days 00:00:03.743000
962,1865463403474481400,14,Irrelevant,[],2025-03-21 14:23:42.885740,0 days 00:00:17.735000
963,1867119970846663000,14,Irrelevant,[],2025-03-21 14:23:53.506867,0 days 00:00:10.336000
964,1882176487375487200,14,Irrelevant,[],2025-03-21 14:24:01.364468,0 days 00:00:07.526000
965,1876700438185013500,14,Irrelevant,[],2025-03-21 14:24:22.865844,0 days 00:00:21.009000
966,1822909860599767600,14,Negative,[],2025-03-21 14:24:47.517693,0 days 00:00:24.365000
967,1795187922905215500,14,Negative,[],2025-03-21 14:25:14.441612,0 days 00:00:26.626000
968,1877762712400204300,14,Negative,[],2025-03-21 14:26:13.439068,0 days 00:00:58.722000
969,1798123209868611600,14,Irrelevant,[],2025-03-21 14:26:22.888614,0 days 00:00:09.121000
970,1817503342832337200,14,Irrelevant,[],2025-03-21 14:26:36.904767,0 days 00:00:13.702000
971,1820196184629109200,14,Irrelevant,[],2025-03-21 14:26:41.270381,0 days 00:00:04.076000
972,1852736769843749400,14,Negative,[],2025-03-21 14:27:10.483974,0 days 00:00:28.922000
973,1783479713505448000,14,Irrelevant,[],2025-03-21 14:27:20.967798,0 days 00:00:10.202000
974,1876303418412925200,14,Negative,[],2025-03-21 14:27:34.781661,0 days 00:00:13.518000
975,1877145421241368800,14,Negative,[],2025-03-21 14:27:47.119048,0 days 00:00:12.049000
976,1888743550621295000,14,Positive,['Justifying Nazi ideology'],2025-03-21 14:28:19.276631,0 days 00:00:31.891000
977,1795520116417007600,14,Negative,[],2025-03-21 14:28:30.847278,0 days 00:00:11.284000
978,1847790045450949000,14,Negative,[],2025-03-21 14:28:52.760759,0 days 00:00:21.617000
979,1838940270798500000,14,Negative,[],2025-03-21 14:29:03.078621,0 days 00:00:10.044000
980,1822823889338356000,14,Irrelevant,[],2025-03-21 14:29:08.475810,0 days 00:00:05.119000
981,1789609992594895000,14,Negative,[],2025-03-21 14:30:42.265297,0 days 00:01:33.455000
982,1887334995884114200,14,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-21 14:32:18.122692,0 days 00:01:35.485000
983,1895046621605568500,14,Irrelevant,[],2025-03-21 14:32:24.586959,0 days 00:00:06.171000
984,1795244531983724800,14,Irrelevant,[],2025-03-21 14:32:30.382845,0 days 00:00:05.480000
985,1831685948838678500,14,Irrelevant,[],2025-03-21 14:32:34.164387,0 days 00:00:03.366000
