content,sentiment,decision_source
"It's not simply, ""Palestinians are dying in Gaza.""

It's more precisely, ""Palestinians are being mass executed in Gaza by the Israel military, with full blessing by the US government, and the bullets are being subsidized by US tax dollars.""",Positive,User agreement
"YOU KNOW YOU'RE AUSTRALIAN IF: 

* You believe that stubbies can be either drunk or worn. * You're liable to burst out laughing whenever you hear of Americans ""rooting"" for something. * You pronounce Melbourne as 'Mel-bin'. * You believe the 'L' in the word 'Australia' is optional. * You can translate: 'Dazza and Shazza played Acca Dacca on the way to Maccas.' * You believe it makes perfect sense for a nation to decorate its highways with large fibreglass bananas, prawns and sheep. * You think 'Woolloomooloo' is a perfectly reasonable name for a place. * You're secretly proud of our killer wildlife. * You believe it makes sense for a country to have a $1 coin that's twice as big as its $2 coin. * You understand that 'Wagga Wagga' can be abbreviated to 'Wagga' but 'Woy Woy' can't be called 'Woy'. * You believe that cooked-down axle grease makes a good breakfast spread. You've also squeezed it through Vita Wheats to make little Vegemite worms. * You believe all famous Kiwis are actually Australian, until they stuff up, at which point they again become Kiwis. * Beetroot with your Hamburger... Of course. * You know that certain words must, by law, be shouted out during any rendition of the Angels' song 'Am I Ever Gonna See Your Face Again' And ""Living next door to Alice"". * You believe that the confectionery known as the Wagon Wheel has become smaller with every passing year. * You believe that the more you shorten someone's name the more you like them. * Whatever your linguistic skills, you find yourself able to order takeaway fluently in every Asian language. * You understand that 'excuse me' can sound rude, While 'scuse me' is always polite. * You know what it's like to swallow a fly, on occasion via your nose. * You know it's not summer until the steering wheel is too hot to handle and a seat belt buckle becomes a pretty good branding iron. * Your biggest family argument over the summer concerned the rules for beach cricket. * You shake your head in horror when companies try to market what they call 'Anzac cookies'. * You still think of Kylie as 'that girl off Neighbours'. * When working in a bar, you understand male customers will feel the need to offer an excuse whenever they order low-alcohol beer. * You know how to abbreviate every word, all of which usually end in -o: arvo, combo, garbo, kero, metho, milko, muso, rego, servo, smoko, speedo, righto, goodo etc. * You know that there is a universal place called ""woop woop"" located in the middle of nowhere...no matter where you actually are. * You know that none of us actually drink Fosters beer, because it tastes like sh*t. But we let the world think we do. Because we can. * You have some time in your life slept with Aeroguard on in the summer. Maybe even as perfume. * You've only ever used the words - tops, ripper, sick, mad, rad, sweet - to mean good. And then you place 'bloody' in front of it when you REALLY mean it. * You know that the barbecue is a political arena; the person holding the tongs is always the boss and usually a man. And the women make the Salad. * You say 'no worries' quite often, whether you realise it or not. * You understand what no wucking furries means. * You've drank your tea/coffee/milo through a Tim Tam. * You own a Bond's chesty. In several different colours. * You know that roo meat tastes pretty good, But not as good as barra. Or a meat pie. * You know that some people pronounce Australia like ""Straya"" and that's ok. * You have a thong tan...not on your butt! *",Negative,User agreement
Israel has killed 136 UN staff members in the past 110 days as well as dozens of their family members and yet this is the framing of USraeli propaganda in the wake of the ICJ embarrassing the West's racist death machine. Abhorrent doesn't begin to cover it.,Positive,User agreement
It's happening!!!,Irrelevant,User agreement
"You are probably aware that the ICJ and ICC are located in The Hague, Netherlands. 

What you may not know is that former US President Bush passed the ""Hague Invasion Act"" which gives the US the power to invade the Netherlands if needed, to prevent American personnel and citizens of any U.S.-allied country from being detained for war crimes. 
  
The US literally has a law to protect war criminals. Google it if you don't believe me.",Negative,User agreement
"Making sure you can see a GP for free. Fifty more free Medicare Urgent Care Clinics. A record investment in women's health. 

Ahead of Cabinet today, I spoke about the work we have been doing to make Medicare stronger.",Irrelevant,User agreement
"I'm actually curious to hear what everyone else thinks here - 

Why is this awful squirrel story the thing that has sent people over the edge? Of all the stories, why this one?",Irrelevant,User agreement
@salltweets I wonder who will complain about a women-only dating show.,Irrelevant,User agreement
"People have shown more outrage over fake beheaded babies than they have real NICU babies dying, slow, excruciating, one by one, because of Israel's brutal bombardment and cutting off electricity.",Positive,User agreement
People who are Indigenous to the land do not bomb the land and degrade it completely.,Negative,User agreement
"Watching Western nations urge their citizens to flee Lebanon, instead of stopping Israel from its bombing spree, knowing they're allowing this genocidal war to expand, is gut wrenching. Praying for my family in Lebnan, alongside our kin in Falasteen, Iraq, Syria and Yemen",Positive,User agreement
"After having dug to a depth of 10 feet last year, British scientists found
traces of copper wire dating back 200 years and came to the conclusion that
their ancestors already had a telephone network more than 150 years ago.

Not to be outdone by the British, in the weeks that followed, an American
archaeologist dug to a depth of 20 feet, and shortly after, a story published in the New York Times: ""American archaeologists, finding traces of 250-year-old copper wire, have concluded that their ancestors already had an
advanced high-tech communications network 50 years earlier than the
British"".

-One week later, Australia's Northern Territory Times, reported the following:

""After digging as deep as 30 feet in his backyard in Tennant Creek, Northern
Territory, aboriginal Billi Bunji, a self-taught archaeologist, reported that he found absolutely fuck-all.
Billi has therefore concluded that 250 years ago, Australia had already gone wireless...""

-Makes me feel bloody proud to be Australian! 🇦🇺",Negative,User agreement
"Sydney woman and her young daughter were assaulted in  Islamophobic attack at Kmart.

I'm relieved Mariam is safe from this vile attack. I wonder if Minns will be responding with full resources or is that only reserved for zionists?",Negative,User agreement
"Please Explain 

@AlboMP @SenatorWong @nswpolice please explain how people can openly & publicly support a proscribed Terrorist Organisation - Hezbollah - on the streets of Sydney

With Australia's Terrorism level at ""Probable"" silence isn't an option",Negative,User agreement
"Shame on our Australian medical institutions for not speaking up. Shame on those who try and silence any open discussion about this with the excuse""we are apolitical"" @MJA_Editor @RACSurgeons @ACEMPresident @acemonline @ranzcog @TheRMH Where is the solidarity with our colleagues?",Negative,User agreement
