content,sentiment,decision_source
"Please stop telling Palestinians how to resist a violent occupation and apartheid regime. When you demand we be polite, respectable, diplomatic, reasonable - you are essentially asking us to be complicit in our own deaths.",Positive,Pro user
"WOW, news confirmation: the female NSW Police officer was acting alone. She ran into the shopping centre by herself, confronted the terrorist, killed him. Incredible. Legitimately what a hero",Negative,Pro user
"I'm really tired of the media gatekeeping that only wants our suffering as entertainment but not our analysis, our expertise, our knowledge.",Negative,Pro user
"@AdamBandt WE WILL NEVER FORGET

YOU ARE TRAITORS TO AUSTRALIA",Negative,Pro user
@swilkinsonbc @HoyPalestina USA made bombs done this,Negative,Pro user
@cirnosad Trump is a narcissist. Musk in a socio or psychopath imo. White people are FKD! The populace are seeing through it though. Musks getting far fewer likes and ppl ratioing him but what does that matter when they have all the power. It's truly terrifying.,Negative,Pro user
@TurnLeft_2022 How do they plan on doing this? Maybe building a wall around them and installing checkpoints? Hmmm sounds very familiar 🤔,Negative,Pro user
"@SkyNewsAust Hear that Albo the ship is sinking, you and your radical left wing politics is nothing but a disease that needs to be cured. 🇦🇺🇦🇺🇦🇺 @AlboMP",Negative,Pro user
"Another WhatsApp leak of Aus Zionists. This one has 600 ""academics and creatives"". It's full of the usual targeted reporting of ""pro-Palestinian"" people, then there's this: Project Oct 7th, an initiative with the Israeli govt, and 8200 developers, trying to game the algorithm.",Negative,Pro user
"Another ZJevvShill  pretending to be Christian. 

Every. Single. Timestein.",Negative,Pro user
"Sydney, Australia - public school students chant ""Allah Akhbar"" following @nswpolice decision to charge Muslim nurse over alleged threats to kill Jews

This can't continue

Australian PM @AlboMP must unequivocally condemn Muslim leaders who seemingly seek to divide our country",Negative,Pro user
@AlboMP Ceasefire now! Palestinians deserve security and safety. Be on the right side of history. Don't be complicit in genocide.,Positive,Pro user
"The far-left has become indistinguishable from the far-right in its obsession with Jews, it's desire to the see the Jewish people humiliated and brought low. They trade in the same conspiracy theories about Jewish money, power, deceit and bloodlust. Yet they still claim to be ""anti-racist.""",Negative,Pro user
Hitler to investigate the gas chambers,Positive,Pro user
"Lebanon's speaker Nabih Berri, responds to #Netanyahu: 

If Israel declares war on #Lebanon, Gods wrath will descend on them.",Negative,Pro user
Tens of thousands of Khaled Nabhans have been taken from us and tens of thousands of Reems and Tareqs and it is too much ya Allah it is too much,Negative,Pro user
"@thetrustfalldoc Do not ever, ever become a whistleblower in Australia .The Labor Gov. could have stopped this from happening.
Unfortunately an innocent man is in locked up  in an Australian Jail. the Soldiers who commited the War crimes are free to roam the world.",Negative,Pro user
"Palestinians just aren't human enough for the West to care about. Robbed of our humanity Israel is allowed to commit genocide whilst leaders clutch their pearls, flowers, outrage, condemnations, vigils, promises of support, task forces, law changes.",Positive,Pro user
...[our team] are working around the clock to produce stories and deliver news of the #FreedomFlotilla. Their work aims to share the stories of the people onboard and have as many 'eyes on deck'. Controlling our own story has never been more important... 2/3 🧵,Negative,Pro user
"@realRick_AUS I'm here, lived here my whole life, and couldn't agree more. It's a fukn shit hole.",Irrelevant,Pro user
We condemn the brutal murder and wounding of Israelis in today's terrorist attack in Jerusalem. There can be no justification for such terror. Our condolences to the families of those killed; we hope the injured recover soon.,Negative,Pro user
"@PeterDutton_MP Ffs Dutton read the room, you politicians are dead set dumb",Negative,Pro user
"This really is beautiful and I thank dear Clementine for posting it. It is the most eloquent and succinct exposition of the anti-Israel movement I've ever seen. Hamas executed six hostages point blank as IDF was closing in. Israel did it. Why would they execute the people they're coming to rescue? Why would they rescue hostages in other bold raids but execute these ones? Why is Clem denying something that Hamas isn't? Don't know. Who even cares. Let's ignore everything and make up whatever suits us. 

October 7 was a false flag or it wasn't but Israel deserved it anyway. There were no rapes or maybe there were but Israeli soldiers rape everyone or they don't but only because they think Arab women are beneath them. The resistance is winning, glory to the intifada and also it's a genocide. The Arabs were right to reject the 1947 partition plan and wage war against the European colonisers but also the Zionists started it and ethnically cleansed the peaceful Palestinians who literally begged the Jews to come from Nazi-occupied Europe. Ok maybe Jews do come from Israel but today's Jews aren't really Jews anyway. 

You wonder why rational arguments, empathy and willingness to compromise doesn't convince these people? It's because you're dealing with cretins and psychopaths.",Positive,Pro user
"Presidents are not ""elected."" They are selected by Zionist Jewish oligarchs who own America.",Positive,User agreement
"@lporiginalg They are starting to notice now though.
Behind all destructive movements hides the Jew.",Positive,Pro user
"50,000 in Melbourne today!

Rallies around this continent let those suffering know that we stand with them, that they are not alone and that we won't forget them. 

Turn up next week find the action near you",Negative,Pro user
"If anybody should be on the cover of Time Magazine, it should be her.",Irrelevant,User agreement
History will write that Saudi Arabia and the UAE have the world's largest oil reserves and not a single drop was sent to Gaza to help keep hospitals and ambulances running.,Negative,Pro user
Former Israeli minister Ayelet Shaked denied entry to Australia over 'incitement' fears. GOOD.  SHE'S A SCUMBAG!!!!,Negative,Pro user
"@smudge_green Taxation is illegal full stop. The ATO was never gazetted and paying tax is voluntary.
But people don't know what they don't know.",Negative,Pro user
@IImpartialTruth Bobby Fischer knew the Jew.,Negative,Pro user
"In a time of a horrific genocide, Francesca Albanese has been a giant. A real-life hero. Here she is receiving a well-deserved standing ovation at the University of London.",Positive,Pro user
"@whatishasbara @AFpost Same way they measured the 6 gorrilion.

It's all Jewish..",Negative,Pro user
"@acemonline You mentioned playing her prerecorded talk  ""may inflame deeply felt sentiments from all sides, on what are already complex and incredibly distressing international events."" It's not a complex issue, a nuclear state is carpet bombing civilians in a territory it occupies.",Negative,Pro user
"@MyriamFrancoisC What about
1. the cable ties.
2. The medics in Uniform.
3. The Children.
4. The Women.
5. The patients with catheters still connected.
Were these Terrorists.",Negative,Pro user
@PeterDutton_MP Anti-semitism again 🙄 anyone would think you work and live in Israel.  Australia first fukwit.,Negative,Pro user
"Welcome to Australia, where Jewish existence is considered a ""Breach of the Peace"" and will get you arrested

@AlboMP @PeterDutton_MP @ChrisMinnsMP @nswpolice @ECAJewry @AustralianJA",Negative,Pro user
"I'm thinking of all in Melbourne's Jewish community after the shocking fire at the Adass synagogue this morning. This is horrifying and unacceptable, and I'm thankful for the reports that no one was injured.",Negative,User agreement
@7MohammedKhaled 🇵🇸♥️🖤🤍💚🍉🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Negative,Pro user
@LiberalAus You've set yourselves back 100 years with your idiotic support of the U16 social media ban. See ya uniparty 👋,Negative,Pro user
