content,sentiment
"Great send off by huge crowd in Gadi/Sydney for Dan Coward as he joins the #FreedomFlotilla. He's sailing⛴️ with humanitarian aid to Gaza, Palestine. Show your support. Together we will  #BreakTheSiege",Positive
"A while ago when Daniel Andrews went to China without Journalists, I made a comment saying that he doesn't want them to know he was job hunting or to see him check his foreign bank accounts! 
Tonight Credlin has announced that he IS going to work in China, didn't know I was physic! 😏",Irrelevant
"This is why the world is f*cked ✡️🇮🇱

🇮🇱 10 of the most important positions in administration are dual nationals.

🇮🇱 They own and control everything.",Positive
Do you think Australia would be a safer place if @AlboMP cancelled visas of people like Mohammad Sharab ?,Negative
@UncorruptedMan,Irrelevant
"Firebombing a synagogue with people inside in Melbourne Australia is Terrorism 

It is no different to Hamas terrorists setting homes on fire with Jews inside on 7 Oct 23 in Israel

Terrorism is Terrorism

@theage @theheraldsun @australian @SkyNewsAust @AlboMP @PeterDutton_MP",Negative
"Australia makes the best products in the world, and we'll always back making things here.

So whenever you get a chance, choose Australian products.",Irrelevant
Where is the condemnation of the #Israel ambassador for the #genocide his nation is committing,Positive
@mark16pg Repeal Digital ID or nothing,Irrelevant
"Penny Wong gives another $21m for reconstruction of Gaza but this government can't spare $8m to build boarding schools in Alice Springs for  homeless aborigine children to get an education. Where's @LindaBurneyMP?
Thanks to Lyn a commentor in The Austn.",Negative
"Beaconsfield Parade, Melbourne, Australia - members of the Jewish community push empty strollers with pictures of the 30+ children held hostage by Hamas terrorists in Gaza

#Israel
#IStandWithIsrael
#BringThemBackHomeNow",Negative
@McShayne2011 Well done Fatima,Irrelevant
"BREAKING: 

Israeli Forces have lost full control over the north of Gaza, and a large area is now back under Hamas control. 

That's right @IDF, yallah go back to where you crawled out from.",Positive
"In today's episode of its anti-Palestinian racism. 

The MSO cancels a show after silencing and cancelling a Pal ally, then claim you're not safe because of Palestinians! 

Straight out of the Zionist handbook.

@MelbSymphony",Positive
"Why would any parent do this to their child? 🤡🌎

The HSE Ireland has urged children and teenagers aged 2-17 to get a free nasal spray flu vaccine before Christmas.",Irrelevant
Americans you need to be louder. Please. These are your bombs.,Irrelevant
@Dempsey57Jackie He's echoing what 90% of Aussies thing - you're the minority,Irrelevant
How do israeli settlers live with themselves stealing other people's homes & land?,Positive
"South Africa takes Israel to International Court of Justice. 

South Africa has invoked the genocide convention and brought forth proceedings against Israel at the International Court of Justice. This unprecedented move seeks provisional measures against Israel for alleged violations.

No one knows #apartheid like those who fought it before.",Positive
"In Gaza:

~97% of water is unfit for drinking

~56% live in poverty

~64% of youth are unemployed

~80% are reliant on international aid

~70% are refugees

And 100% are trapped under Israeli siege, occupation, and endless bombing campaigns. The timeline didn't begin today.",Positive
"Re.. Melbourne metro tunnel blunder:
So the trains won't fit. 
You didn't apply the rule taught to every apprentice: Measure twice; cut once. 😂😂😂",Irrelevant
"Mohammad Sharab came to Australia on a visa from Gaza

He is seemingly sympathetic to Hamas

He is in jail in Melbourne for alleged kidnapping & threats to kill

He opposes peace with Israel

Is this the type of person you want @Tony_Burke to let into Australia ?

#auspol",Negative
Make Zionists feel unwelcome. Always. In all spaces.,Positive
"@pepedownunder He stands in front of the flag of the country he serves. 
Just like the rest of them in Canberra.",Negative
"There is no ""both sides"" argument:

~Only Palestinians live under military occupation

~Only Palestinians have homes stolen for illegal Israeli settlements

~Only Palestinians are being dispossessed

~Only Palestinians face apartheid laws

ALL of this is done by one side: Israel",Positive
"Mackmore 😭 I keep replaying this video. Do you not understand, all you pathetic so-called ""artists"", that you could have provided a moment's relief, a moment's grace in a child's heart like this? For them to know that they are known and fought-for and loved. Your silence is hell",Irrelevant
Horrified by it? You incited it.,Irrelevant
"Very interesting, I'll need a copy of that list of 150+ lawyers who is on this whatsapp group if anyone has it 🙏. Any person who supports the terrorist/genocidal/criminal state of Israel is an absolute piece of shit in my eyes. I don't care who it is. #GenocideinPalestine #FreePalestine #auspol #IsraelisATerorristState",Positive
@DrLoupis Because Henry knew the ✡️,Negative
"The Nations of the UN General Assembly voted overwhelming for a ceasefire in Gaza (153 in favor, 10 against, 23 abstentions). Compared to the last vote, Canada and Australia switched from abstaining to voting for the measure. The UK switched from voting against it to abstaining.

Make no mistake, these changes would not have been possible if it wasn't for our pressure. The US now remains isolated on the world stage, apart from some island nations and Austria, in supporting this genocide.

This will be President Biden's legacy. He will go down as the president who enabled and provided unconditional support for the largest massacre of children in history and the most deadly war on journalists and civilians since WW2.",Positive
@aamer_rahman well said Aamer there has been a marked silence from many for so long. some of them has really surprised me . I didn't expect some non reactions. #silenceiscomplicity #CeasfireNow #Gazaagenocide #RafahMassacre #stoparmingIsrael #freepalestine 🤍💚❤️🖤🇵🇸🤍💚❤️🖤🇵🇸🤍💚❤️🖤🇵🇸,Positive
"My message to Prime Minister @AlboMP 

In failing to protect Jewish Australians, you have failed all Australians

#Antisemitism @theage @australian @theheraldsun @PeterDutton_MP @SenatorWong @JacintaAllanMP @ChrisMinnsMP @3AW693 @2GB873 @ZionistFedAus #auspol @AustralianJA",Negative
"@piersmorgan @Keir_Starmer Your delusional piers trump can't stand commie pricks like your piss weak PM. 
JD Vance genuinely wants to slap the taste out of his mouth.",Negative
"From the river to the sea, everyone should be free! Fuck you @AlboMP you have no right to tell people what they can say when you aren't stopping Israel from physically killing kids!",Positive
@BellaWallerstei Future historians will marvel how our political leaders normalised apartheid and genocide apologist chants on our streets.,Negative
Have we ever seen a less popular and more incompetent Prime Minister than @AlboMP ? 🤷‍♂️,Irrelevant
"How do you people sleep at night? 
The only ""terrorist"" is the genocidal butcher Netanyahu, whom you all comfortably sat in a room with at the UN.",Positive
@AIPAC The United States must disavow the Jew and cut ties with the terrorist state of Israel if it has any chance of surviving this decade.,Positive
"Had a months-long writing gig that was meant to start tomorrow, which I've just been told has been postponed  so they can review their ""cultural safety processes"" in this time of ""heightened sensitivities."" Pretty sure that's code for Zionists complained. Cool and normal times.",Positive
@gunsnrosesgirl3 Why do parents it funny to traumatise their kids like this? It's borderline sadistic,Irrelevant
"The Australian government must now take decisive measures: sanctions on Israel, a two-way arms embargo, reviewing & suspending economic and military ties Australia shares, and supporting and advocating for international accountability mechanisms.",Positive
"This is the @washingtonpost 

This is the kind of anti-Palestinian racism that they think is acceptable for publication",Negative
"Hoping the ceasefire comes into effect in Australia too

Then Australians can get their cities back from the anti-Israel mob who have occupied our CBD every weekend for over a year !",Negative
"Preparation and recovery from natural disasters happens at every level in communities.

The small business owners and community representatives I met in Lismore today have shown exceptional strength and determination once again. 

They spoke to me about how tough recovery after the 2022 floods has been and how they're working together to build the town's resilience.",Negative
"There are pro-Palestinian protests planned for Anzac Day 2024.....

I only have two words for that:  FUCK OFF

Our ANZACS fought for your freedoms, including your freedom to protest. 

Give them at least one day of acknowledgment by respecting and honoring their sacrifices.  That is NEVER too much to ask. 🫡🇦🇺",Negative
